2024-01-09 16:31:33,190 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@3911c2a7: startup date [Tue Jan 09 16:31:33 CET 2024]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2024-01-09 16:31:34,305 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/home/yelalami/Bureau/GitHub/ENSEEIHT/2A/S7/Intergiciels/TP04/sujet-jms/apache-activemq-5.14.0/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2024-01-09 16:31:34,636 | INFO  | PListStore:[/home/yelalami/Bureau/GitHub/ENSEEIHT/2A/S7/Intergiciels/TP04/sujet-jms/apache-activemq-5.14.0/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2024-01-09 16:31:34,759 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:maupassant.enseeiht.fr-40205-1704814294644-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2024-01-09 16:31:34,778 | INFO  | Listening for connections at: tcp://maupassant.enseeiht.fr:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-09 16:31:34,779 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2024-01-09 16:31:34,788 | INFO  | Listening for connections at: amqp://maupassant.enseeiht.fr:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-09 16:31:34,789 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2024-01-09 16:31:34,793 | INFO  | Listening for connections at: stomp://maupassant.enseeiht.fr:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-09 16:31:34,805 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2024-01-09 16:31:34,809 | INFO  | Listening for connections at: mqtt://maupassant.enseeiht.fr:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-01-09 16:31:34,811 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2024-01-09 16:31:34,974 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@51e37590{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2024-01-09 16:31:35,052 | INFO  | Listening for connections at ws://maupassant.enseeiht.fr:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2024-01-09 16:31:35,052 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2024-01-09 16:31:35,053 | INFO  | Apache ActiveMQ 5.14.0 (localhost, ID:maupassant.enseeiht.fr-40205-1704814294644-0:1) started | org.apache.activemq.broker.BrokerService | main
2024-01-09 16:31:35,053 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2024-01-09 16:31:35,593 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
